ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
2146,K Highest Ranked Items Within a Price Range,MEDIUM,45.422089139698265,"Array, Breadth-First Search, Sorting, Heap (Priority Queue), Matrix",False,TO_DO,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/
2147,Number of Ways to Divide a Long Corridor,HARD,48.74650496883948,"Math, String, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/
2148,Count Elements With Strictly Smaller and Greater Elements ,EASY,59.320428336079075,"Array, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/
2149,Rearrange Array Elements by Sign,MEDIUM,84.45758403163543,"Array, Two Pointers, Simulation",False,TO_DO,https://leetcode.com/problems/rearrange-array-elements-by-sign/
2150,Find All Lonely Numbers in the Array,MEDIUM,61.94688506341192,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/
2151,Maximum Good People Based on Statements,HARD,51.35039204930464,"Array, Backtracking, Bit Manipulation, Enumeration",False,TO_DO,https://leetcode.com/problems/maximum-good-people-based-on-statements/
2152,Minimum Number of Lines to Cover Points,MEDIUM,43.13126167430803,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Bit Manipulation, Geometry, Bitmask",True,TO_DO,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points/
2153,The Number of Passengers in Each Bus II,HARD,40.05709893488525,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii/
2154,Keep Multiplying Found Values by Two,EASY,71.2880321651601,"Array, Hash Table, Sorting, Simulation",False,TO_DO,https://leetcode.com/problems/keep-multiplying-found-values-by-two/
2155,All Divisions With the Highest Score of a Binary Array,MEDIUM,64.61436422209589,Array,False,TO_DO,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/
2156,Find Substring With Given Hash Value,HARD,25.157294054528606,"String, Sliding Window, Rolling Hash, Hash Function",False,TO_DO,https://leetcode.com/problems/find-substring-with-given-hash-value/
2157,Groups of Strings,HARD,26.950440715829348,"String, Bit Manipulation, Union Find",False,TO_DO,https://leetcode.com/problems/groups-of-strings/
2158,Amount of New Area Painted Each Day,HARD,55.50166821449455,"Array, Segment Tree, Ordered Set",True,TO_DO,https://leetcode.com/problems/amount-of-new-area-painted-each-day/
2159,Order Two Columns Independently,MEDIUM,61.16946133529881,Database,True,TO_DO,https://leetcode.com/problems/order-two-columns-independently/
2160,Minimum Sum of Four Digit Number After Splitting Digits,EASY,86.16588025354982,"Math, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/
2161,Partition Array According to Given Pivot,MEDIUM,89.86840297634832,"Array, Two Pointers, Simulation",False,TO_DO,https://leetcode.com/problems/partition-array-according-to-given-pivot/
2162,Minimum Cost to Set Cooking Time,MEDIUM,41.099966934861676,"Math, Enumeration",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-set-cooking-time/
2163,Minimum Difference in Sums After Removal of Elements,HARD,69.97195371480986,"Array, Dynamic Programming, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/
2164,Sort Even and Odd Indices Independently,EASY,62.80309147537202,"Array, Sorting",False,TO_DO,https://leetcode.com/problems/sort-even-and-odd-indices-independently/
2165,Smallest Value of the Rearranged Number,MEDIUM,52.93815049647087,"Math, Sorting",False,TO_DO,https://leetcode.com/problems/smallest-value-of-the-rearranged-number/
2166,Design Bitset,MEDIUM,32.02714722618221,"Array, Hash Table, String, Design",False,TO_DO,https://leetcode.com/problems/design-bitset/
2167,Minimum Time to Remove All Cars Containing Illegal Goods,HARD,41.46341463414634,"String, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/
2168,Unique Substrings With Equal Digit Frequency,MEDIUM,64.23302309548433,"Hash Table, String, Rolling Hash, Counting, Hash Function",True,TO_DO,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency/
2169,Count Operations to Obtain Zero,EASY,75.09779262562591,"Math, Simulation",False,TO_DO,https://leetcode.com/problems/count-operations-to-obtain-zero/
2170,Minimum Operations to Make the Array Alternating,MEDIUM,34.79348085598321,"Array, Hash Table, Greedy, Counting",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/
2171,Removing Minimum Number of Magic Beans,MEDIUM,43.8531097774309,"Array, Greedy, Sorting, Enumeration, Prefix Sum",False,TO_DO,https://leetcode.com/problems/removing-minimum-number-of-magic-beans/
2172,Maximum AND Sum of Array,HARD,50.12454434993925,"Array, Dynamic Programming, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/maximum-and-sum-of-array/
2173,Longest Winning Streak,HARD,54.62572587701854,Database,True,TO_DO,https://leetcode.com/problems/longest-winning-streak/
2174,Remove All Ones With Row and Column Flips II,MEDIUM,67.22379255253779,"Array, Bit Manipulation, Breadth-First Search, Matrix",True,TO_DO,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii/
2175,The Change in Global Rankings,MEDIUM,60.73797987327618,Database,True,TO_DO,https://leetcode.com/problems/the-change-in-global-rankings/
2176,Count Equal and Divisible Pairs in an Array,EASY,84.04094341268427,Array,False,TO_DO,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/
2177,Find Three Consecutive Integers That Sum to a Given Number,MEDIUM,64.82932197295736,"Math, Simulation",False,TO_DO,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
2178,Maximum Split of Positive Even Integers,MEDIUM,59.50805653074084,"Math, Backtracking, Greedy",False,TO_DO,https://leetcode.com/problems/maximum-split-of-positive-even-integers/
2179,Count Good Triplets in an Array,HARD,65.96909837668687,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",False,TO_DO,https://leetcode.com/problems/count-good-triplets-in-an-array/
2180,Count Integers With Even Digit Sum,EASY,69.0983713995478,"Math, Simulation",False,TO_DO,https://leetcode.com/problems/count-integers-with-even-digit-sum/
2181,Merge Nodes in Between Zeros,MEDIUM,89.59177646843756,"Linked List, Simulation",False,TO_DO,https://leetcode.com/problems/merge-nodes-in-between-zeros/
2182,Construct String With Repeat Limit,MEDIUM,70.89627277323622,"Hash Table, String, Greedy, Heap (Priority Queue), Counting",False,TO_DO,https://leetcode.com/problems/construct-string-with-repeat-limit/
2183,Count Array Pairs Divisible by K,HARD,30.219638980920827,"Array, Math, Number Theory",False,TO_DO,https://leetcode.com/problems/count-array-pairs-divisible-by-k/
2184,Number of Ways to Build Sturdy Brick Wall,MEDIUM,49.384592007293726,"Array, Dynamic Programming, Bit Manipulation, Bitmask",True,TO_DO,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall/
2185,Counting Words With a Given Prefix,EASY,84.50035936961311,"Array, String, String Matching",False,TO_DO,https://leetcode.com/problems/counting-words-with-a-given-prefix/
2186,Minimum Number of Steps to Make Two Strings Anagram II,MEDIUM,72.90915101254724,"Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/
2187,Minimum Time to Complete Trips,MEDIUM,39.126556714910805,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/minimum-time-to-complete-trips/
2188,Minimum Time to Finish the Race,HARD,42.60161135161135,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/minimum-time-to-finish-the-race/
2189,Number of Ways to Build House of Cards,MEDIUM,62.50919793966152,"Math, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards/
2190,Most Frequent Number Following Key In an Array,EASY,59.2612981692485,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/
2191,Sort the Jumbled Numbers,MEDIUM,59.98411443895265,"Array, Sorting",False,TO_DO,https://leetcode.com/problems/sort-the-jumbled-numbers/
2192,All Ancestors of a Node in a Directed Acyclic Graph,MEDIUM,61.96856988028967,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
2193,Minimum Number of Moves to Make Palindrome,HARD,52.22096052367912,"Two Pointers, String, Greedy, Binary Indexed Tree",False,TO_DO,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/
2194,Cells in a Range on an Excel Sheet,EASY,83.99301812208019,String,False,TO_DO,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/
2195,Append K Integers With Minimal Sum,MEDIUM,26.28146460845926,"Array, Math, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/append-k-integers-with-minimal-sum/
2196,Create Binary Tree From Descriptions,MEDIUM,81.6447312515933,"Array, Hash Table, Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/create-binary-tree-from-descriptions/
2197,Replace Non-Coprime Numbers in Array,HARD,40.769630785231406,"Array, Math, Stack, Number Theory",False,TO_DO,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/
2198,Number of Single Divisor Triplets,MEDIUM,54.29208472686734,Math,True,TO_DO,https://leetcode.com/problems/number-of-single-divisor-triplets/
2199,Finding the Topic of Each Post,HARD,49.964076773067845,Database,True,TO_DO,https://leetcode.com/problems/finding-the-topic-of-each-post/
2200,Find All K-Distant Indices in an Array,EASY,77.43210010487867,"Array, Two Pointers",False,TO_DO,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/
2201,Count Artifacts That Can Be Extracted,MEDIUM,56.49455065213507,"Array, Hash Table, Simulation",False,TO_DO,https://leetcode.com/problems/count-artifacts-that-can-be-extracted/
2202,Maximize the Topmost Element After K Moves,MEDIUM,23.609614866684623,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/
2203,Minimum Weighted Subgraph With the Required Paths,HARD,39.101064064638614,"Graph, Shortest Path",False,TO_DO,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/
2204,Distance to a Cycle in Undirected Graph,HARD,73.03176795580112,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,TO_DO,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph/
2205,The Number of Users That Are Eligible for Discount,EASY,50.70779220779221,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount/
2206,Divide Array Into Equal Pairs,EASY,79.2729637332426,"Array, Hash Table, Bit Manipulation, Counting",False,TO_DO,https://leetcode.com/problems/divide-array-into-equal-pairs/
2207,Maximize Number of Subsequences in a String,MEDIUM,35.38556541875724,"String, Greedy, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/
2208,Minimum Operations to Halve Array Sum,MEDIUM,49.19207253670507,"Array, Greedy, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
2209,Minimum White Tiles After Covering With Carpets,HARD,37.628454554524595,"String, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/
2210,Count Hills and Valleys in an Array,EASY,69.31952710701718,Array,False,TO_DO,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/
2211,Count Collisions on a Road,MEDIUM,44.59364753585463,"String, Stack, Simulation",False,TO_DO,https://leetcode.com/problems/count-collisions-on-a-road/
2212,Maximum Points in an Archery Competition,MEDIUM,50.79098225112998,"Array, Backtracking, Bit Manipulation, Enumeration",False,TO_DO,https://leetcode.com/problems/maximum-points-in-an-archery-competition/
2213,Longest Substring of One Repeating Character,HARD,33.51681957186544,"Array, String, Segment Tree, Ordered Set",False,TO_DO,https://leetcode.com/problems/longest-substring-of-one-repeating-character/
2214,Minimum Health to Beat Game,MEDIUM,58.75476120714913,"Array, Greedy",True,TO_DO,https://leetcode.com/problems/minimum-health-to-beat-game/
2215,Find the Difference of Two Arrays,EASY,81.008395199968,"Array, Hash Table",False,TO_DO,https://leetcode.com/problems/find-the-difference-of-two-arrays/
2216,Minimum Deletions to Make Array Beautiful,MEDIUM,49.17804293455607,"Array, Stack, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/
2217,Find Palindrome With Fixed Length,MEDIUM,37.52303351376253,"Array, Math",False,TO_DO,https://leetcode.com/problems/find-palindrome-with-fixed-length/
2218,Maximum Value of K Coins From Piles,HARD,60.38867487237308,"Array, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/
2219,Maximum Sum Score of Array,MEDIUM,62.494215640906994,"Array, Prefix Sum",True,TO_DO,https://leetcode.com/problems/maximum-sum-score-of-array/
2220,Minimum Bit Flips to Convert Number,EASY,87.66144350769866,Bit Manipulation,False,TO_DO,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/
2221,Find Triangular Sum of an Array,MEDIUM,78.88477257357913,"Array, Math, Simulation, Combinatorics",False,TO_DO,https://leetcode.com/problems/find-triangular-sum-of-an-array/
2222,Number of Ways to Select Buildings,MEDIUM,50.51067973233339,"String, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/number-of-ways-to-select-buildings/
2223,Sum of Scores of Built Strings,HARD,42.853265084535444,"String, Binary Search, Rolling Hash, Suffix Array, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/sum-of-scores-of-built-strings/
2224,Minimum Number of Operations to Convert Time,EASY,65.82973916615322,"String, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/
2225,Find Players With Zero or One Losses,MEDIUM,72.54483061508571,"Array, Hash Table, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/find-players-with-zero-or-one-losses/
2226,Maximum Candies Allocated to K Children,MEDIUM,50.02927771095778,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/
2227,Encrypt and Decrypt Strings,HARD,37.14007643554015,"Array, Hash Table, String, Design, Trie",False,TO_DO,https://leetcode.com/problems/encrypt-and-decrypt-strings/
2228,Users With Two Purchases Within Seven Days,MEDIUM,46.40693369235947,Database,True,TO_DO,https://leetcode.com/problems/users-with-two-purchases-within-seven-days/
2229,Check if an Array Is Consecutive,EASY,61.87798942686917,"Array, Hash Table, Sorting",True,TO_DO,https://leetcode.com/problems/check-if-an-array-is-consecutive/
2230,The Users That Are Eligible for Discount,EASY,50.72709825053517,Database,True,TO_DO,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/
2231,Largest Number After Digit Swaps by Parity,EASY,64.15982461419422,"Sorting, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/
2232,Minimize Result by Adding Parentheses to Expression,MEDIUM,67.80967213554952,"String, Enumeration",False,TO_DO,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/
